input           | target          | original0       <-> cbow_exp_lstm0  || best model: 0:first, 1:second
dunne           | strook          | 9.44408988953   <-> 9.48366165161   || 0
strook          | <UNK>           | 2.41910362244   <-> 3.13354730606   || 0
<UNK>           | gras            | 11.5667362213   <-> 10.9065923691   || 1
gras            | die             | 3.89505195618   <-> 4.14805269241   || 0
die             | de              | 2.53268861771   <-> 2.57005524635   || 0
de              | scheiding       | 8.89010620117   <-> 9.3219461441    || 0
scheiding       | vormt           | 7.15167379379   <-> 8.42416000366   || 0
vormt           | tussen          | 4.52476978302   <-> 5.2549700737    || 0
tussen          | twee            | 4.60722923279   <-> 4.89752817154   || 0
twee            | groepen         | 6.26883172989   <-> 5.60274410248   || 1
groepen         | <UNK>           | 3.20665216446   <-> 3.39371919632   || 0
<UNK>           | die             | 3.25909233093   <-> 3.99246072769   || 0
die             | in              | 2.90867066383   <-> 2.76613950729   || 1
in              | the             | 8.35922431946   <-> 8.86016941071   || 0
the             | <UNK>           | 1.10782575607   <-> 0.761256456375  || 1
<UNK>           | naar            | 5.66096448898   <-> 5.87270927429   || 0
naar            | de              | 1.33299958706   <-> 1.52534925938   || 0
de              | bal             | 8.92864990234   <-> 8.76447963715   || 1
bal             | aan             | 5.65813493729   <-> 5.97787857056   || 0
aan             | het             | 2.20291233063   <-> 1.99202442169   || 1
het             | zoeken          | 7.30808448792   <-> 7.07984924316   || 1
zoeken          | zijn            | 3.38778734207   <-> 4.04563856125   || 0
zijn            | </s>            | 1.50609719753   <-> 1.16687166691   || 1
<s>             | <UNK>           | 2.90639543533   <-> 2.93435502052   || 0
<UNK>           | had             | 5.83817863464   <-> 5.36398506165   || 1
had             | wel             | 5.14448451996   <-> 5.17592954636   || 0
wel             | vaker           | 6.80315494537   <-> 7.4085149765    || 0
vaker           | een             | 2.51197862625   <-> 2.74283742905   || 0
een             | scherpe         | 8.13245582581   <-> 7.87572240829   || 1
scherpe         | definitie       | 9.38025093079   <-> 9.20003128052   || 1
definitie       | in              | 3.02225542068   <-> 2.79661130905   || 1
in              | huis            | 5.82412242889   <-> 6.10129451752   || 0
huis            | </s>            | 1.18883371353   <-> 1.53139770031   || 0
<s>             | bijvoorbeeld    | 8.29383659363   <-> 8.01063537598   || 1
bijvoorbeeld    | voor            | 4.17014980316   <-> 4.1645116806    || 1
voor            | een             | 2.26553821564   <-> 2.41754746437   || 0
een             | hole            | 12.88585186     <-> 12.4922266006   || 1
hole            | in              | 3.12068510056   <-> 2.696621418     || 1
in              | one             | 12.6078929901   <-> 12.9356956482   || 0
one             | </s>            | 3.32478380203   <-> 3.52763414383   || 0
<s>             | bij             | 5.25429725647   <-> 5.07181072235   || 1
bij             | een             | 2.46605324745   <-> 2.53827190399   || 0
een             | <UNK>           | 1.57379615307   <-> 1.92839467525   || 0
<UNK>           | wordt           | 5.02524518967   <-> 4.78442573547   || 1
wordt           | de              | 1.88117599487   <-> 1.87910807133   || 1
de              | bal             | 8.33062458038   <-> 6.95620536804   || 1
bal             | in              | 2.81546998024   <-> 2.69203877449   || 1
in              | één           | 5.95219278336   <-> 5.95570516586   || 0
één           | slag            | 9.7473449707    <-> 10.1747484207   || 0
slag            | vanop           | 9.7206697464    <-> 8.9760684967    || 1
vanop           | de              | 1.16033291817   <-> 1.3269752264    || 0
de              | thee            | 9.82545471191   <-> 9.99123382568   || 0
thee            | tot             | 5.83181190491   <-> 6.73909091949   || 0
tot             | in              | 4.91679286957   <-> 4.52601528168   || 1
in              | de              | 1.27644383907   <-> 1.33333933353   || 0
de              | hole            | 13.4122457504   <-> 12.4054937363   || 1
hole            | geslagen        | 6.40527057648   <-> 6.60245704651   || 0
geslagen        | door            | 3.45403981209   <-> 3.71999192238   || 0
door            | een             | 2.1457285881    <-> 2.20704603195   || 0
een             | <UNK>           | 1.50072658062   <-> 1.84772980213   || 0
<UNK>           | die             | 3.18632602692   <-> 3.59524393082   || 0
die             | helemaal        | 7.14932727814   <-> 7.43023490906   || 0
helemaal        | alleen          | 5.24935293198   <-> 5.2850394249    || 0
alleen          | op              | 3.47723722458   <-> 3.3365213871    || 1
op              | de              | 1.37789404392   <-> 1.3947095871    || 0
de              | baan            | 6.9673743248    <-> 6.13988208771   || 1
baan            | staat           | 4.79076099396   <-> 4.42957687378   || 1
staat           | </s>            | 0.50519400835   <-> 0.339890480042  || 1
<s>             | door            | 5.6951842308    <-> 5.74385452271   || 0
door            | de              | 1.14607286453   <-> 1.09974932671   || 1
de              | wind            | 7.78312110901   <-> 6.72403240204   || 1
wind            | en              | 2.87527370453   <-> 3.13800668716   || 0
en              | het             | 2.66349506378   <-> 2.50862360001   || 1
het             | hoge            | 8.10225105286   <-> 7.06516456604   || 1
hoge            | gras            | 7.24607610703   <-> 6.88162994385   || 1
gras            | is              | 2.71328902245   <-> 2.97429323196   || 0
is              | <UNK>           | 3.3912525177    <-> 3.75300931931   || 0
<UNK>           | een             | 2.60232496262   <-> 2.67775964737   || 0
een             | speciale        | 6.75310611725   <-> 6.79989147186   || 0
speciale        | baan            | 6.92603397369   <-> 6.40062999725   || 1
baan            | </s>            | 1.17120063305   <-> 0.867694199085  || 1
<s>             | normaal         | 8.38989543915   <-> 8.30383872986   || 1
normaal         | gezien          | 6.91954708099   <-> 7.13572216034   || 0
gezien          | niets           | 8.52242469788   <-> 7.67523336411   || 1
niets           | voor            | 3.84282469749   <-> 4.06596660614   || 0
voor            | de              | 1.31633245945   <-> 1.36788380146   || 0
de              | Amerikanen      | 8.21528434753   <-> 7.81023597717   || 1
Amerikanen      | en              | 2.62915253639   <-> 2.5276761055    || 1
en              | dus             | 7.14321517944   <-> 6.08659505844   || 1
dus             | in              | 3.31776833534   <-> 3.48083901405   || 0
in              | de              | 1.13256168365   <-> 1.16137170792   || 0
de              | psychologische  | 9.42086982727   <-> 9.76099014282   || 0
psychologische  | voorbereiding   | 8.44082164764   <-> 7.32016277313   || 1
voorbereiding   | op              | 3.663169384     <-> 3.48753023148   || 1
op              | de              | 1.13085341454   <-> 1.10582911968   || 1
de              | Ryder           | 13.3620252609   <-> 13.1751766205   || 1
Ryder           | Cup             | 6.53648471832   <-> 3.28212285042   || 1
Cup             | een             | 4.8060836792    <-> 3.98282575607   || 1
een             | grote           | 5.24084043503   <-> 4.88534593582   || 1
grote           | kans            | 5.78856420517   <-> 5.07581424713   || 1
kans            | voor            | 2.54271817207   <-> 2.88379144669   || 0
voor            | Europa          | 7.73248958588   <-> 6.79493331909   || 1
Europa          | </s>            | 1.17887938023   <-> 0.620790302753  || 1
<s>             | Colin           | 11.0814638138   <-> 9.95502758026   || 1
Colin           | </s>            | 5.60706663132   <-> 6.75913143158   || 0
<s>             | <UNK>           | 2.81148004532   <-> 3.02371358871   || 0
<UNK>           | is              | 3.47448968887   <-> 3.34664869308   || 1
is              | onze            | 7.30846595764   <-> 7.26626777649   || 1
onze            | grootste        | 5.91250705719   <-> 4.96608734131   || 1
grootste        | hoop            | 8.38882923126   <-> 7.75470733643   || 1
hoop            | </s>            | 1.62023532391   <-> 1.42465949059   || 1
<s>             | heel            | 7.25706577301   <-> 6.89331626892   || 1
heel            | Schotland       | 12.8556156158   <-> 11.0032815933   || 1
Schotland       | zal             | 5.77978515625   <-> 4.79670524597   || 1
zal             | zich            | 5.11421489716   <-> 4.63037109375   || 1
zich            | een             | 2.9121465683    <-> 3.87761807442   || 0
een             | beroerte        | 9.76521587372   <-> 9.79740047455   || 0
beroerte        | drinken         | 7.59423828125   <-> 8.53771400452   || 0
drinken         | als             | 4.06316232681   <-> 4.03074741364   || 1
als             | Monty           | 11.15629673     <-> 12.6038990021   || 0
Monty           | eindelijk       | 9.45850849152   <-> 9.15357208252   || 1
eindelijk       | zijn            | 4.49569511414   <-> 4.37916660309   || 1
zijn            | eerste          | 4.80377626419   <-> 4.26270437241   || 1
eerste          | major           | 12.2191944122   <-> 11.9271402359   || 1
major           | wint            | 9.19763088226   <-> 7.47363853455   || 1
wint            | </s>            | 0.868575036526  <-> 0.679934620857  || 1
<s>             | en              | 4.17017221451   <-> 4.1067070961    || 1
en              | als             | 4.2423210144    <-> 4.11802816391   || 1
als             | hij             | 3.10832381248   <-> 2.77029061317   || 1
hij             | hem             | 5.25700378418   <-> 4.9399356842    || 1
hem             | niet            | 3.46916508675   <-> 3.35455060005   || 1
niet            | wint            | 7.39222717285   <-> 6.88034915924   || 1
wint            | ook             | 6.40659618378   <-> 7.09653329849   || 0
ook             | daarvan         | 9.09873867035   <-> 9.80850410461   || 0
daarvan         | laat            | 6.31887817383   <-> 5.80950164795   || 1
laat            | een             | 3.67632126808   <-> 4.28446960449   || 0
een             | Schot           | 10.695731163    <-> 8.68691539764   || 1
Schot           | het             | 3.74089336395   <-> 3.90403914452   || 0
het             | niet            | 3.94857144356   <-> 3.96031022072   || 0
niet            | afhangen        | 10.256023407    <-> 10.5104789734   || 0
afhangen        | </s>            | 2.23795747757   <-> 2.07930898666   || 1
<s>             | zo              | 5.16999578476   <-> 5.33298254013   || 0
zo              | ernstig         | 9.0209274292    <-> 8.90282154083   || 1
ernstig         | nemen           | 7.13373804092   <-> 7.75773668289   || 0
nemen           | </s>            | 3.47270059586   <-> 3.58213567734   || 0
<s>             | Schotten        | 12.8557901382   <-> 12.5653219223   || 1
Schotten        | het             | 4.5547709465    <-> 6.07141208649   || 0
