input           | target          | original0       <-> cbow_mean_lstm0 || best model: 0:first, 1:second
<UNK>           | gras            | 11.5667362213   <-> 11.7212600708   || 0
gras            | die             | 3.89505195618   <-> 4.46799468994   || 0
die             | de              | 2.53268861771   <-> 2.51602768898   || 1
de              | scheiding       | 8.89010620117   <-> 9.88320350647   || 0
scheiding       | vormt           | 7.15167379379   <-> 7.17522478104   || 0
vormt           | tussen          | 4.52476978302   <-> 5.23236513138   || 0
tussen          | twee            | 4.60722923279   <-> 4.32006168365   || 1
twee            | groepen         | 6.26883172989   <-> 6.68367195129   || 0
groepen         | <UNK>           | 3.20665216446   <-> 3.56353759766   || 0
<UNK>           | die             | 3.25909233093   <-> 4.19807100296   || 0
die             | in              | 2.90867066383   <-> 2.82001113892   || 1
in              | the             | 8.35922431946   <-> 8.39639949799   || 0
the             | <UNK>           | 1.10782575607   <-> 0.992711544037  || 1
<UNK>           | naar            | 5.66096448898   <-> 5.02151823044   || 1
naar            | de              | 1.33299958706   <-> 1.24846196175   || 1
de              | bal             | 8.92864990234   <-> 9.0636138916    || 0
bal             | aan             | 5.65813493729   <-> 5.04100418091   || 1
aan             | het             | 2.20291233063   <-> 1.94573402405   || 1
het             | zoeken          | 7.30808448792   <-> 7.52610206604   || 0
zoeken          | zijn            | 3.38778734207   <-> 4.13711500168   || 0
zijn            | </s>            | 1.50609719753   <-> 1.47935664654   || 1
<s>             | <UNK>           | 2.90639543533   <-> 3.03194713593   || 0
<UNK>           | had             | 5.83817863464   <-> 5.32229757309   || 1
had             | wel             | 5.14448451996   <-> 5.01683139801   || 1
wel             | vaker           | 6.80315494537   <-> 7.34378290176   || 0
vaker           | een             | 2.51197862625   <-> 2.84152531624   || 0
een             | scherpe         | 8.13245582581   <-> 7.64543914795   || 1
scherpe         | definitie       | 9.38025093079   <-> 8.46846485138   || 1
definitie       | in              | 3.02225542068   <-> 2.95369720459   || 1
in              | huis            | 5.82412242889   <-> 6.29071044922   || 0
huis            | </s>            | 1.18883371353   <-> 0.952985584736  || 1
<s>             | bijvoorbeeld    | 8.29383659363   <-> 7.92637062073   || 1
bijvoorbeeld    | voor            | 4.17014980316   <-> 4.14472198486   || 1
voor            | een             | 2.26553821564   <-> 2.44947743416   || 0
een             | hole            | 12.88585186     <-> 12.5887565613   || 1
hole            | in              | 3.12068510056   <-> 2.76534628868   || 1
in              | one             | 12.6078929901   <-> 12.3475437164   || 1
one             | </s>            | 3.32478380203   <-> 3.60739994049   || 0
<s>             | bij             | 5.25429725647   <-> 4.93876361847   || 1
bij             | een             | 2.46605324745   <-> 2.67399215698   || 0
een             | <UNK>           | 1.57379615307   <-> 1.59059607983   || 0
<UNK>           | wordt           | 5.02524518967   <-> 4.42811393738   || 1
wordt           | de              | 1.88117599487   <-> 1.72857785225   || 1
de              | bal             | 8.33062458038   <-> 7.31017398834   || 1
bal             | in              | 2.81546998024   <-> 2.6463124752    || 1
in              | één           | 5.95219278336   <-> 6.17202377319   || 0
één           | slag            | 9.7473449707    <-> 9.97631263733   || 0
slag            | vanop           | 9.7206697464    <-> 9.5482006073    || 1
vanop           | de              | 1.16033291817   <-> 1.34046912193   || 0
de              | thee            | 9.82545471191   <-> 9.94427204132   || 0
thee            | tot             | 5.83181190491   <-> 7.10985946655   || 0
tot             | in              | 4.91679286957   <-> 4.2325425148    || 1
in              | de              | 1.27644383907   <-> 1.2487436533    || 1
de              | hole            | 13.4122457504   <-> 13.4935684204   || 0
hole            | geslagen        | 6.40527057648   <-> 6.06433534622   || 1
geslagen        | door            | 3.45403981209   <-> 3.22115087509   || 1
door            | een             | 2.1457285881    <-> 2.13855600357   || 1
een             | <UNK>           | 1.50072658062   <-> 1.6287753582    || 0
<UNK>           | die             | 3.18632602692   <-> 3.48563694954   || 0
die             | helemaal        | 7.14932727814   <-> 7.48538827896   || 0
helemaal        | alleen          | 5.24935293198   <-> 5.40368652344   || 0
alleen          | op              | 3.47723722458   <-> 3.57671833038   || 0
op              | de              | 1.37789404392   <-> 1.24362242222   || 1
de              | baan            | 6.9673743248    <-> 6.32216882706   || 1
baan            | staat           | 4.79076099396   <-> 4.52832126617   || 1
staat           | </s>            | 0.50519400835   <-> 0.437714934349  || 1
<s>             | door            | 5.6951842308    <-> 5.49431562424   || 1
door            | de              | 1.14607286453   <-> 1.15132248402   || 0
de              | wind            | 7.78312110901   <-> 7.13197517395   || 1
wind            | en              | 2.87527370453   <-> 2.76310300827   || 1
en              | het             | 2.66349506378   <-> 2.46941328049   || 1
het             | hoge            | 8.10225105286   <-> 7.55831432343   || 1
hoge            | gras            | 7.24607610703   <-> 5.57663536072   || 1
gras            | is              | 2.71328902245   <-> 3.1565887928    || 0
is              | <UNK>           | 3.3912525177    <-> 3.76116871834   || 0
<UNK>           | een             | 2.60232496262   <-> 2.74964928627   || 0
een             | speciale        | 6.75310611725   <-> 6.53217458725   || 1
speciale        | baan            | 6.92603397369   <-> 6.23944044113   || 1
baan            | </s>            | 1.17120063305   <-> 0.984325408936  || 1
<s>             | normaal         | 8.38989543915   <-> 8.22860336304   || 1
normaal         | gezien          | 6.91954708099   <-> 7.27550315857   || 0
gezien          | niets           | 8.52242469788   <-> 8.18917369843   || 1
niets           | voor            | 3.84282469749   <-> 4.22198343277   || 0
voor            | de              | 1.31633245945   <-> 1.31820631027   || 0
de              | Amerikanen      | 8.21528434753   <-> 7.57558059692   || 1
Amerikanen      | en              | 2.62915253639   <-> 2.52274298668   || 1
en              | dus             | 7.14321517944   <-> 5.88815641403   || 1
dus             | in              | 3.31776833534   <-> 3.75353169441   || 0
in              | de              | 1.13256168365   <-> 1.17615115643   || 0
de              | psychologische  | 9.42086982727   <-> 10.3922271729   || 0
psychologische  | voorbereiding   | 8.44082164764   <-> 6.0390086174    || 1
voorbereiding   | op              | 3.663169384     <-> 3.88051605225   || 0
op              | de              | 1.13085341454   <-> 1.13212025166   || 0
de              | Ryder           | 13.3620252609   <-> 13.3547468185   || 1
Ryder           | Cup             | 6.53648471832   <-> 3.27842140198   || 1
Cup             | een             | 4.8060836792    <-> 4.44168567657   || 1
een             | grote           | 5.24084043503   <-> 5.02455615997   || 1
grote           | kans            | 5.78856420517   <-> 4.9630074501    || 1
kans            | voor            | 2.54271817207   <-> 2.60576677322   || 0
voor            | Europa          | 7.73248958588   <-> 7.1879234314    || 1
Europa          | </s>            | 1.17887938023   <-> 0.824524521828  || 1
<s>             | Colin           | 11.0814638138   <-> 10.670211792    || 1
Colin           | </s>            | 5.60706663132   <-> 5.00465488434   || 1
<s>             | <UNK>           | 2.81148004532   <-> 3.14949417114   || 0
<UNK>           | is              | 3.47448968887   <-> 2.73485994339   || 1
is              | onze            | 7.30846595764   <-> 7.53861999512   || 0
onze            | grootste        | 5.91250705719   <-> 5.83538150787   || 1
grootste        | hoop            | 8.38882923126   <-> 7.66634273529   || 1
hoop            | </s>            | 1.62023532391   <-> 1.73771739006   || 0
<s>             | heel            | 7.25706577301   <-> 6.91035175323   || 1
heel            | Schotland       | 12.8556156158   <-> 11.4709300995   || 1
Schotland       | zal             | 5.77978515625   <-> 5.19026899338   || 1
zal             | zich            | 5.11421489716   <-> 3.8554546833    || 1
zich            | een             | 2.9121465683    <-> 3.45402646065   || 0
een             | beroerte        | 9.76521587372   <-> 9.90141773224   || 0
beroerte        | drinken         | 7.59423828125   <-> 7.62935733795   || 0
drinken         | als             | 4.06316232681   <-> 4.35209178925   || 0
als             | Monty           | 11.15629673     <-> 13.5184555054   || 0
Monty           | eindelijk       | 9.45850849152   <-> 9.01076793671   || 1
eindelijk       | zijn            | 4.49569511414   <-> 4.80627441406   || 0
zijn            | eerste          | 4.80377626419   <-> 4.65145349503   || 1
eerste          | major           | 12.2191944122   <-> 11.8596897125   || 1
major           | wint            | 9.19763088226   <-> 7.86236763      || 1
wint            | </s>            | 0.868575036526  <-> 0.682806968689  || 1
<s>             | en              | 4.17017221451   <-> 3.98761248589   || 1
en              | als             | 4.2423210144    <-> 4.03335952759   || 1
als             | hij             | 3.10832381248   <-> 2.99057531357   || 1
hij             | hem             | 5.25700378418   <-> 5.4181227684    || 0
hem             | niet            | 3.46916508675   <-> 3.32704615593   || 1
niet            | wint            | 7.39222717285   <-> 7.21097040176   || 1
wint            | ook             | 6.40659618378   <-> 6.81964921951   || 0
ook             | daarvan         | 9.09873867035   <-> 9.86772155762   || 0
daarvan         | laat            | 6.31887817383   <-> 5.9712305069    || 1
laat            | een             | 3.67632126808   <-> 3.98116159439   || 0
een             | Schot           | 10.695731163    <-> 9.66953086853   || 1
Schot           | het             | 3.74089336395   <-> 3.91291427612   || 0
het             | niet            | 3.94857144356   <-> 4.24216270447   || 0
niet            | afhangen        | 10.256023407    <-> 9.27401733398   || 1
afhangen        | </s>            | 2.23795747757   <-> 2.48756861687   || 0
<s>             | zo              | 5.16999578476   <-> 5.07665967941   || 1
zo              | ernstig         | 9.0209274292    <-> 9.22979545593   || 0
ernstig         | nemen           | 7.13373804092   <-> 7.12619495392   || 1
nemen           | </s>            | 3.47270059586   <-> 5.13409614563   || 0
<s>             | Schotten        | 12.8557901382   <-> 11.9111747742   || 1
Schotten        | het             | 4.5547709465    <-> 5.61305522919   || 0
het             | golf            | 12.4555282593   <-> 12.0182237625   || 1
golf            | nu              | 6.88812923431   <-> 8.11968994141   || 0
